outcome;outcome2;exposure;exposure2;model;sex;N0;personyears0;cases0;N1;personyears1;cases1;HR;CI_left;CI_right
D00;Risk of Organic disorders;expo_D30;Mood disorders;sex_time_after_expo_5;men;1837639;22957369.9933851;30120;34159;121434.704049705;634;5.24625558376698;4.84931344764872;5.67568954808466
D00;Risk of Organic disorders;expo_D30;Mood disorders;sex_time_after_expo_6;men;1837639;22957369.9933851;30120;23921;81726.3803428403;385;4.69479852938309;4.24569537900424;5.19140712272839
D00;Risk of Organic disorders;expo_D30;Mood disorders;sex_time_after_expo_7;men;1837639;22957369.9933851;30120;21860;165343.736252714;1032;3.50628159044196;3.29526280063637;3.73081339342587
D00;Risk of Organic disorders;expo_D30;Mood disorders;sex_basic_confounders;men;1837639;22957369.9933851;30120;65156;522489.730965736;4874;7.32617315676971;7.10774578480978;7.55131299682653
D00;Risk of Organic disorders;expo_D30;Mood disorders;sex_kessler_prev_interactions;men;1837639;22957369.9933851;30120;65156;522489.730965736;4874;5.25631336584694;5.09489587185758;5.42284492065739
D00;Risk of Organic disorders;expo_D30;Mood disorders;sex_kessler_prev;men;1837639;22957369.9933851;30120;65156;522489.730965736;4874;5.25893955020812;5.09749346038227;5.42549890601904
D00;Risk of Organic disorders;expo_D30;Mood disorders;time_after_expo_1;persons;3729756;46910630.4458981;71122;86978;39652.5636839895;4249;69.2376091627519;67.1232561060326;71.4185634111863
D00;Risk of Organic disorders;expo_D30;Mood disorders;time_after_expo_2;persons;3729756;46910630.4458981;71122;82077;39128.7561494124;519;8.87508311155602;8.14071270352762;9.67570077775803
D00;Risk of Organic disorders;expo_D30;Mood disorders;time_after_expo_3;persons;3729756;46910630.4458981;71122;84612;77571.1686503482;814;7.20950504113963;6.7280148625183;7.72545304972213
D00;Risk of Organic disorders;expo_D30;Mood disorders;time_after_expo_4;persons;3729756;46910630.4458981;71122;95100;224789.413721087;1687;5.35980824898665;5.10691502061197;5.62522469043607
D00;Risk of Organic disorders;expo_D30;Mood disorders;time_after_expo_5;persons;3729756;46910630.4458981;71122;89018;318918.477633057;1693;4.05264842703935;3.86172582910024;4.25301018249947
D00;Risk of Organic disorders;expo_D30;Mood disorders;time_after_expo_6;persons;3729756;46910630.4458981;71122;65338;223424.823152931;1082;3.75192371832324;3.53312244512622;3.98427504473698
D00;Risk of Organic disorders;expo_D30;Mood disorders;time_after_expo_7;persons;3729756;46910630.4458981;71122;64706;512897.086847819;3647;3.160582354442;3.05679745424462;3.2678909769894
D00;Risk of Organic disorders;expo_D30;Mood disorders;kessler_prev_interactions;persons;3729756;46910630.4458981;71122;172073;1436382.28983865;13691;4.28308395347666;4.19993749160942;4.36787647177566
D00;Risk of Organic disorders;expo_D30;Mood disorders;basic_confounders;persons;3729756;46910630.4458981;71122;172073;1436382.28983865;13691;5.6988807733067;5.59488190349382;5.80481279651029
D00;Risk of Organic disorders;expo_D30;Mood disorders;kessler_prev;persons;3729756;46910630.4458981;71122;172073;1436382.28983865;13691;4.29312755017707;4.20991400731679;4.37798589948787
D00;Risk of Organic disorders;expo_D30;Mood disorders;sex_time_after_expo_1;women;1892117;23953260.4525129;41002;50960;23216.259089989;2590;62.2717517492101;59.8457591189403;64.7960878599331
D00;Risk of Organic disorders;expo_D30;Mood disorders;sex_time_after_expo_2;women;1892117;23953260.4525129;41002;48268;23012.8258252863;289;7.19881766972889;6.41224626039715;8.08187548286568
D00;Risk of Organic disorders;expo_D30;Mood disorders;sex_time_after_expo_3;women;1892117;23953260.4525129;41002;50073;45870.5340519501;490;6.25824816436663;5.72486594426604;6.84132527610121
D00;Risk of Organic disorders;expo_D30;Mood disorders;sex_time_after_expo_4;women;1892117;23953260.4525129;41002;57312;135057.372917135;1077;4.85725760577417;4.57202050882386;5.16028994255764
D00;Risk of Organic disorders;expo_D30;Mood disorders;sex_time_after_expo_5;women;1892117;23953260.4525129;41002;54859;197483.773583353;1059;3.53850846221361;3.32905645305505;3.76113842277047
D00;Risk of Organic disorders;expo_D30;Mood disorders;sex_time_after_expo_6;women;1892117;23953260.4525129;41002;41417;141698.442810091;697;3.34996031668117;3.10828307032434;3.61042860944053
D00;Risk of Organic disorders;expo_D30;Mood disorders;sex_time_after_expo_7;women;1892117;23953260.4525129;41002;42846;347553.350595105;2615;3.01242860816042;2.89560813822151;3.13396208536597
D00;Risk of Organic disorders;expo_D30;Mood disorders;sex_basic_confounders;women;1892117;23953260.4525129;41002;106917;913892.558872909;8817;5.01791144339727;4.90373912931452;5.13474199784708
D00;Risk of Organic disorders;expo_D30;Mood disorders;sex_kessler_prev_interactions;women;1892117;23953260.4525129;41002;106917;913892.558872909;8817;3.85643854179428;3.7651324890898;3.94995880483124
D00;Risk of Organic disorders;expo_D30;Mood disorders;sex_kessler_prev;women;1892117;23953260.4525129;41002;106917;913892.558872909;8817;3.86968341969808;3.77821010082613;3.96337137667702
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_time_after_expo_1;men;1827282;22823760.2617279;31916;38798;18130.6146628111;770;60.2156027122666;56.0550976489817;64.6849075655368
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_time_after_expo_2;men;1827282;22823760.2617279;31916;37576;17904.141103376;142;11.7921151441714;9.9994694732792;13.9061357149976
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_time_after_expo_3;men;1827282;22823760.2617279;31916;38785;35377.080417696;202;8.83524733246931;7.6931524570888;10.1468930794393
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_time_after_expo_4;men;1827282;22823760.2617279;31916;43692;101157.165686055;422;6.91098932175817;6.2772478512865;7.60871237474985
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_time_after_expo_5;men;1827282;22823760.2617279;31916;41284;147951.462736732;483;5.88106342411695;5.37457988727684;6.43527637952935
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_time_after_expo_6;men;1827282;22823760.2617279;31916;32310;111262.018549293;321;5.13502031728122;4.59954381553117;5.73283671520928
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_time_after_expo_7;men;1827282;22823760.2617279;31916;29369;224316.979467027;738;3.02291198422603;2.80999674814639;3.2519599428025
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_basic_confounders;men;1827282;22823760.2617279;31916;78052;656099.46262299;3078;6.1776973194162;5.95225990317342;6.41167301010751
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_kessler_prev_interactions;men;1827282;22823760.2617279;31916;78052;656099.46262299;3078;3.59707350647665;3.46198821335659;3.73742976971351
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_kessler_prev;men;1827282;22823760.2617279;31916;78052;656099.46262299;3078;3.57716254158249;3.44279469168978;3.71677459587937
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;time_after_expo_1;persons;3706235;46585539.0399356;77015;89208;41822.3446520223;1636;44.9164950349765;42.7651553085265;47.1760598476025
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;time_after_expo_2;persons;3706235;46585539.0399356;77015;87270;41590.0146867281;295;8.427860973348;7.51691781955213;9.44919743586
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;time_after_expo_3;persons;3706235;46585539.0399356;77015;90706;82820.2446440604;439;6.51475106284814;5.93094831471456;7.15601943547261
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;time_after_expo_4;persons;3706235;46585539.0399356;77015;105538;244511.946979565;994;5.31553943718816;4.99246504027702;5.65952075384684
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;time_after_expo_5;persons;3706235;46585539.0399356;77015;103652;378097.307133768;1146;4.2637182149251;4.02134966969048;4.52069442090653
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;time_after_expo_6;persons;3706235;46585539.0399356;77015;85753;299822.124410511;807;3.8326911247806;3.57514770228805;4.10878723935542
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;time_after_expo_7;persons;3706235;46585539.0399356;77015;85038;672809.71329441;2481;2.60918188976271;2.50657572925376;2.71598821229012
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;kessler_prev_interactions;persons;3706235;46585539.0399356;77015;197284;1761473.69580107;7798;2.75498390367058;2.68769932126362;2.82395290627807
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;basic_confounders;persons;3706235;46585539.0399356;77015;197284;1761473.69580107;7798;4.44345532440292;4.34010474775011;4.5492669802958
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;kessler_prev;persons;3706235;46585539.0399356;77015;197284;1761473.69580107;7798;2.74722277119267;2.68013288572673;2.81599207067416
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_time_after_expo_1;women;1878953;23761778.7782078;45099;50410;23691.7299892113;866;36.5567811585238;34.1775456000674;39.1016448141192
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_time_after_expo_2;women;1878953;23761778.7782078;45099;49694;23685.8735833521;153;6.64677516863236;5.67109301700903;7.79031837598889
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_time_after_expo_3;women;1878953;23761778.7782078;45099;51921;47443.1642263644;237;5.30902764084141;4.67264181963228;6.03208539819904
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_time_after_expo_4;women;1878953;23761778.7782078;45099;61846;143354.78129351;572;4.52790835012835;4.1691940488387;4.91748615847533
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_time_after_expo_5;women;1878953;23761778.7782078;45099;62368;230145.844397036;663;3.53841398529894;3.27691991064592;3.82077495720401
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_time_after_expo_6;women;1878953;23761778.7782078;45099;53443;188560.105861218;486;3.26903161876407;2.98916733994044;3.57509851713159
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_time_after_expo_7;women;1878953;23761778.7782078;45099;55669;448492.733827384;1743;2.44774849401727;2.333246698153;2.56786935333786
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_basic_confounders;women;1878953;23761778.7782078;45099;119232;1105374.23317808;4720;3.72930578607444;3.61875728313249;3.84323140733258
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_kessler_prev_interactions;women;1878953;23761778.7782078;45099;119232;1105374.23317808;4720;2.38503054169393;2.31232591338283;2.4600211639245
D00;Risk of Organic disorders;expo_D41;Neurotic disorders;sex_kessler_prev;women;1878953;23761778.7782078;45099;119232;1105374.23317808;4720;2.38165722882219;2.30907507314337;2.45652089079946
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_time_after_expo_1;men;1867783;23476685.0213435;34986;130;58.2933284638573;;;;
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_time_after_expo_2;men;1867783;23476685.0213435;34986;128;59.6092671607159;;;;
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_time_after_expo_3;men;1867783;23476685.0213435;34986;128;116.49058312748;;;;
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_time_after_expo_4;men;1867783;23476685.0213435;34986;160;349.324605135116;;;;
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_time_after_expo_5;men;1867783;23476685.0213435;34986;170;555.76734785538;;;;
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_time_after_expo_6;men;1867783;23476685.0213435;34986;157;512.821131821246;;;;
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_time_after_expo_7;men;1867783;23476685.0213435;34986;209;1522.39674376825;;;;
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_basic_confounders;men;1867783;23476685.0213435;34986;422;3174.70300733205;8;7.18276567214766;3.59110677187373;14.3666356859848
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_kessler_prev_interactions;men;1867783;23476685.0213435;34986;422;3174.70300733205;8;2.59736261149129;1.29485015348888;5.21009517386659
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_kessler_prev;men;1867783;23476685.0213435;34986;422;3174.70300733205;8;2.92761090607704;1.46289313291546;5.85887336848725
D00;Risk of Organic disorders;expo_D51;Eating disorders;time_after_expo_1;persons;3811033;48283400.5084518;84723;1839;864.728265558;10;33.1522238882456;17.8314059243409;61.6367522224407
D00;Risk of Organic disorders;expo_D51;Eating disorders;time_after_expo_2;persons;3811033;48283400.5084518;84723;1875;881.235796092522;4;13.3800621542573;5.02058496641735;35.6584072273034
D00;Risk of Organic disorders;expo_D51;Eating disorders;time_after_expo_3;persons;3811033;48283400.5084518;84723;2026;1800.60295680815;3;5.00014493993022;1.61231889040577;15.5065164646292
D00;Risk of Organic disorders;expo_D51;Eating disorders;time_after_expo_4;persons;3811033;48283400.5084518;84723;2702;5836.6370536717;12;6.26932316091154;3.55884473957988;11.0441493720745
D00;Risk of Organic disorders;expo_D51;Eating disorders;time_after_expo_5;persons;3811033;48283400.5084518;84723;3619;11491.4858447489;15;4.25117493489916;2.56130767056719;7.0559615054418
D00;Risk of Organic disorders;expo_D51;Eating disorders;time_after_expo_6;persons;3811033;48283400.5084518;84723;4708;14285.5392469497;10;2.41374694718606;1.29761698054966;4.4899029624151
D00;Risk of Organic disorders;expo_D51;Eating disorders;time_after_expo_7;persons;3811033;48283400.5084518;84723;5046;28451.998121117;36;3.48363991588723;2.51133006127729;4.83239827798279
D00;Risk of Organic disorders;expo_D51;Eating disorders;kessler_prev_interactions;persons;3811033;48283400.5084518;84723;8809;63612.2272849459;90;2.52694837794517;2.05325440397927;3.10992543954831
D00;Risk of Organic disorders;expo_D51;Eating disorders;basic_confounders;persons;3811033;48283400.5084518;84723;8809;63612.2272849459;90;4.26331701791769;3.46318998289065;5.24830346734128
D00;Risk of Organic disorders;expo_D51;Eating disorders;kessler_prev;persons;3811033;48283400.5084518;84723;8809;63612.2272849459;90;2.45520411412466;1.99482799967964;3.02182806887748
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_time_after_expo_1;women;1943250;24806715.4871082;49737;1709;806.434937094143;9;32.9411586931302;17.1334510146813;63.3334133979298
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_time_after_expo_2;women;1943250;24806715.4871082;49737;1747;821.626528931806;3;10.9625015599825;3.5348678479392;33.9974351580584
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_time_after_expo_3;women;1943250;24806715.4871082;49737;1898;1684.11237368067;3;5.42433331157976;1.74908196969541;16.8221915181241
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_time_after_expo_4;women;1943250;24806715.4871082;49737;2542;5487.31244853659;12;6.81059916905773;3.86598430652629;11.99804690445
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_time_after_expo_5;women;1943250;24806715.4871082;49737;3449;10935.7184968935;13;3.92595133417777;2.27824014178754;6.76535084937924
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_time_after_expo_6;women;1943250;24806715.4871082;49737;4551;13772.7181151284;8;2.01533624007255;1.00706633993832;4.03308103892988
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_time_after_expo_7;women;1943250;24806715.4871082;49737;4837;26929.6013773488;34;3.44586272062212;2.46069064476933;4.82546228011786
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_basic_confounders;women;1943250;24806715.4871082;49737;8387;60437.5242776139;82;4.10001609781953;3.29794433837405;5.09715455375666
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_kessler_prev_interactions;women;1943250;24806715.4871082;49737;8387;60437.5242776139;82;2.52031272236342;2.02790036354337;3.13229206557666
D00;Risk of Organic disorders;expo_D51;Eating disorders;sex_kessler_prev;women;1943250;24806715.4871082;49737;8387;60437.5242776139;82;2.41700792361249;1.94451208165903;3.00431525106357
D00;Risk of Organic disorders;expo_D61;Personality disorders;sex_time_after_expo_1;men;1836286;23065077.89375;33385;7616;3588.8172839973;98;71.2571026146423;58.4180138775571;86.917961361647
